source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,parallax
2162684297497317248,15.106249,15.622299,14.416275,1.2060242,0.4870085916028552
2163425299610472832,14.912513,15.302994,14.340561,0.96243286,0.526881870052925
2163443093641770240,16.996656,17.668268,16.21217,1.4560986,0.5111695876535873
2163601771229993856,12.805318,12.927867,12.575568,0.35229874,0.2950899376240289
2163676946016399616,15.656797,16.4141,14.756434,1.6576662,0.1295723749634268
2163679213761959552,17.952747,18.74428,17.106337,1.6379433,0.1290189603330906
2164193995677157376,9.987452,10.077458,9.792237,0.2852211,0.8083603675177881
2164196057261915392,15.410889,15.920929,14.730584,1.1903448,0.783136586750813
2164204131800012416,13.659999,13.944968,13.213349,0.7316189,0.7782798300628936
2164439770885413504,17.211472,17.740856,16.54817,1.1926861,0.3087287575248427
2164497907563727744,15.379693,15.828367,14.754202,1.0741653,0.4792591456298246
2164498216801490304,14.392635,14.759066,13.840411,0.91865444,0.5030296698462596
2165253095935882496,13.198793,13.403448,12.82445,0.57899857,0.4961959316338035
2165501761674141696,16.594898,17.772232,15.529048,2.243184,0.3052804584445722
2165589993174934656,17.2317,17.889551,16.459763,1.4297886,0.2838325735305874
2165592638875024000,17.705788,18.505463,16.824717,1.6807461,0.2297150473094035
2165592677543609216,17.682829,18.403944,16.804539,1.5994053,0.3248465381009159
2165593669667468288,17.582317,18.326773,16.738712,1.5880604,0.2465900204582303
2167086776402047488,15.687403,16.979942,14.575857,2.4040852,0.2873261768866071
2167086879481326976,16.16951,16.777868,15.413278,1.3645906,0.3102195957667811
2167213632558974336,16.564219,17.210316,15.781318,1.428998,0.4520661400954223
2167324683230484096,11.650648,12.055704,11.059405,0.9962988,0.4637565782059598
2167957830125479552,15.293694,15.750371,14.65653,1.0938406,0.4294527659382222
2167957894542977792,16.777836,17.43729,15.982582,1.4547081,0.4728531417716557
2167958684817178112,16.101585,16.661592,15.378086,1.2835064,0.4751195484814968
2170947161730914432,16.821896,17.474447,16.018862,1.4555855,0.3853170241591596
2170949463833373312,17.387388,18.074377,16.58038,1.4939976,0.3605578765393232
2171342951554464128,16.199858,16.630573,15.601968,1.0286055,0.5249912877986165
2171891504777541632,13.929909,14.278354,13.400823,0.87753105,0.5987950463647034
2171896418220670208,14.617982,15.013951,14.04297,0.9709816,0.6004166205711536
2182104937005354624,15.793986,16.293047,15.119681,1.1733656,0.539231760300592
1962635887743869568,16.796076,17.304455,16.130877,1.1735783,0.29281018676863
1978854783768171520,17.271528,17.85361,16.471539,1.3820705,0.172860832885729
1978856055088987904,15.367071,15.62251,14.940527,0.681983,0.1953524064080578
1978856123808712704,15.926295,16.245277,15.428789,0.81648827,0.176539831704193
1978875674500512512,11.854722,12.3340025,11.19674,1.1372623,0.1215022312351781
2162388906813730432,15.36588,16.817753,14.202783,2.6149702,0.3620419347318677
2162392132322521216,15.661346,16.282793,14.881655,1.4011383,0.3725091358578709
2162392548946060544,12.707553,13.323928,11.933557,1.3903713,0.4190803712596366
2162392755104521344,15.419716,16.094013,14.607807,1.486206,0.4032094651444094
2162579156693256448,16.760464,17.402945,15.94853,1.4544144,0.3755506306976903
2162585307086375168,15.796843,16.259144,15.156329,1.1028147,0.415993949533415
