cluster,fixed_single_k_precision,fixed_single_k_recall,fixed_single_k_f1,fixed_single_k_contam,fixed_single_k_runtime_s,full_core_precision,full_core_recall,full_core_f1,full_core_contam,full_core_runtime_s,no_anchor_prior_precision,no_anchor_prior_recall,no_anchor_prior_f1,no_anchor_prior_contam,no_anchor_prior_runtime_s,no_candidate_protocol_precision,no_candidate_protocol_recall,no_candidate_protocol_f1,no_candidate_protocol_contam,no_candidate_protocol_runtime_s,no_center_refinement_precision,no_center_refinement_recall,no_center_refinement_f1,no_center_refinement_contam,no_center_refinement_runtime_s,no_objective_regularization_precision,no_objective_regularization_recall,no_objective_regularization_f1,no_objective_regularization_contam,no_objective_regularization_runtime_s,no_quality_cut_precision,no_quality_cut_recall,no_quality_cut_f1,no_quality_cut_contam,no_quality_cut_runtime_s,no_support_gate_precision,no_support_gate_recall,no_support_gate_f1,no_support_gate_contam,no_support_gate_runtime_s,tier
UBC1011,1.0,0.7319148936170212,0.8452088452088452,0.0,0.0436039999985951,1.0,0.9361702127659576,0.967032967032967,0.0,0.1358102000085637,1.0,0.7319148936170212,0.8452088452088452,0.0,0.0944709999967017,1.0,0.8893617021276595,0.9414414414414414,0.0,0.6289374999978463,1.0,0.7319148936170212,0.8452088452088452,0.0,0.0507240000006277,1.0,0.7319148936170212,0.8452088452088452,0.0,0.0907346999956644,1.0,0.7319148936170212,0.8452088452088452,0.0,0.0916712000034749,1.0,0.5106382978723404,0.676056338028169,0.0,0.1027495999951497,2
UBC1012,1.0,0.9772727272727272,0.9885057471264368,0.0,0.0312793000048259,1.0,0.9767441860465116,0.988235294117647,0.0,0.1272821999154985,1.0,0.9772727272727272,0.9885057471264368,0.0,0.0843521999995573,1.0,0.9772727272727272,0.9885057471264368,0.0,0.3305483000003733,1.0,0.9772727272727272,0.9885057471264368,0.0,0.045618000003742,1.0,0.9772727272727272,0.9885057471264368,0.0,0.0779305000032763,1.0,1.0,1.0,0.0,0.0824501000024611,0.0,0.0,0.0,1.0,0.0927347999968333,1
UBC1013,1.0,0.96,0.979591836734694,0.0,0.0326941999956034,1.0,1.0,1.0,0.0,0.13561750005465,1.0,0.96,0.979591836734694,0.0,0.0827114999992773,1.0,0.96,0.979591836734694,0.0,0.3415279999971972,1.0,0.96,0.979591836734694,0.0,0.0420153000013669,1.0,0.96,0.979591836734694,0.0,0.0813353000048664,1.0,0.98,0.98989898989899,0.0,0.0831276999961119,0.0,0.0,0.0,1.0,0.0843659000020125,0
UBC1014,1.0,1.0,1.0,0.0,0.0274932000029366,1.0,1.0,1.0,0.0,0.1243243999779224,1.0,1.0,1.0,0.0,0.0710643000056734,1.0,1.0,1.0,0.0,0.2254647000008844,1.0,1.0,1.0,0.0,0.0370568999933311,1.0,1.0,1.0,0.0,0.0745764999956009,1.0,1.0,1.0,0.0,0.0695104999977047,0.0,0.0,0.0,1.0,0.0797511999990092,0
UBC1015,1.0,0.2584070796460177,0.410689170182841,0.0,0.0460785000032046,1.0,0.6382978723404256,0.7792207792207793,0.0,0.2382948999293148,1.0,0.2584070796460177,0.410689170182841,0.0,0.0961787999985972,1.0,0.4017699115044247,0.5732323232323232,0.0,0.5826596999977482,1.0,0.2530973451327433,0.4039548022598869,0.0,0.0548736999990069,1.0,0.2530973451327433,0.4039548022598869,0.0,0.0966150000022025,1.0,0.2530973451327433,0.4039548022598869,0.0,0.0963611000042874,1.0,0.2123893805309734,0.3503649635036496,0.0,0.1004201999967335,2
UBC1016,1.0,0.2727272727272727,0.4285714285714285,0.0,0.0235513999941758,1.0,1.0,1.0,0.0,0.136140999966301,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0669708999994327,1.0,0.9545454545454546,0.9767441860465116,0.0,0.1533254999958444,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0377768999969703,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0644160999945597,1.0,1.0,1.0,0.0,0.0693945999955758,0.2658227848101265,0.9545454545454546,0.4158415841584157,0.7341772151898734,0.0722595999977784,0
UBC1017,1.0,1.0,1.0,0.0,0.0266570000021602,1.0,1.0,1.0,0.0,0.1298176000127568,1.0,1.0,1.0,0.0,0.068771199999901,1.0,1.0,1.0,0.0,0.1758169999957317,1.0,1.0,1.0,0.0,0.0348744000002625,1.0,1.0,1.0,0.0,0.0706344999998691,1.0,1.0,1.0,0.0,0.0699752000000444,0.0,0.0,0.0,1.0,0.0787288999999873,0
UBC1018,1.0,0.8831168831168831,0.9379310344827586,0.0,0.0428543000016361,1.0,0.961038961038961,0.9801324503311256,0.0,0.1513668999541551,1.0,0.8441558441558441,0.9154929577464788,0.0,0.0916400999994948,1.0,0.9675324675324676,0.9834983498349836,0.0,0.6970004000031622,1.0,0.8441558441558441,0.9154929577464788,0.0,0.0509848000001511,1.0,0.8441558441558441,0.9154929577464788,0.0,0.1000234000021009,1.0,0.8441558441558441,0.9154929577464788,0.0,0.0930163000011816,1.0,0.7792207792207793,0.8759124087591241,0.0,0.0960971000022254,1
UBC1019,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0400368999980855,1.0,0.9615384615384616,0.9803921568627452,0.0,0.136317600030452,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0881999999983236,1.0,1.0,1.0,0.0,0.4577429000055417,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0432739000025321,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0910610999999335,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0877673000068171,0.3025210084033613,0.4615384615384615,0.3654822335025381,0.6974789915966386,0.0955544000025838,1
UBC1020,1.0,0.981981981981982,0.9909090909090909,0.0,0.0448960000067018,1.0,0.990909090909091,0.995433789954338,0.0,0.1531827000435441,1.0,0.972972972972973,0.9863013698630138,0.0,0.0995076000035624,1.0,0.990990990990991,0.995475113122172,0.0,0.6453476999959094,1.0,0.981981981981982,0.9909090909090909,0.0,0.0574553000042215,1.0,0.981981981981982,0.9909090909090909,0.0,0.0879878000050666,1.0,0.990990990990991,0.995475113122172,0.0,0.0927435999983572,0.9166666666666666,0.990990990990991,0.9523809523809524,0.0833333333333333,0.0972632999983034,1
UBC1021,1.0,0.7916666666666666,0.8837209302325582,0.0,0.0260267999983625,1.0,1.0,1.0,0.0,0.1443993001012131,1.0,1.0,1.0,0.0,0.0734984000009717,1.0,1.0,1.0,0.0,0.1563670000032289,1.0,1.0,1.0,0.0,0.0378506999986711,1.0,1.0,1.0,0.0,0.0705940999978338,1.0,1.0,1.0,0.0,0.0675772000031429,0.0,0.0,0.0,1.0,0.0747804999991785,0
UBC1022,1.0,0.9736842105263158,0.9866666666666666,0.0,0.0278768999996827,1.0,0.6756756756756757,0.8064516129032258,0.0,0.1416118999477476,1.0,0.9736842105263158,0.9866666666666666,0.0,0.0839272999946842,1.0,0.9736842105263158,0.9866666666666666,0.0,0.219368599995505,1.0,0.9736842105263158,0.9866666666666666,0.0,0.0529367999988608,1.0,0.9736842105263158,0.9866666666666666,0.0,0.0778150999976787,1.0,1.0,1.0,0.0,0.0752295999991474,0.0,0.0,0.0,1.0,0.0843918999962625,2
UBC1023,1.0,1.0,1.0,0.0,0.0298019999972893,1.0,1.0,1.0,0.0,0.1367856999859213,1.0,1.0,1.0,0.0,0.0746093999987351,1.0,1.0,1.0,0.0,0.2245623999988311,1.0,1.0,1.0,0.0,0.0383129999972879,1.0,1.0,1.0,0.0,0.0774831000017002,1.0,1.0,1.0,0.0,0.0794957999969483,0.0,0.0,0.0,1.0,0.0860800000009476,0
UBC1024,1.0,0.849624060150376,0.91869918699187,0.0,0.0471601999961421,1.0,0.9076923076923076,0.9516129032258064,0.0,0.1399194999830797,1.0,0.7969924812030075,0.8870292887029287,0.0,0.0985218000059831,1.0,0.9473684210526316,0.972972972972973,0.0,0.693791699995927,1.0,0.7894736842105263,0.8823529411764706,0.0,0.0456533000033232,1.0,0.7894736842105263,0.8823529411764706,0.0,0.089940400001069,1.0,0.8270676691729323,0.9053497942386832,0.0,0.0924200000008568,1.0,0.8872180451127819,0.9402390438247012,0.0,0.1036403999969479,2
UBC1025,1.0,1.0,1.0,0.0,0.0262728000016068,1.0,0.9230769230769232,0.96,0.0,0.129201199975796,1.0,1.0,1.0,0.0,0.0782160999951884,1.0,1.0,1.0,0.0,0.1639420999999856,1.0,1.0,1.0,0.0,0.0344088000056217,1.0,1.0,1.0,0.0,0.0689576000004308,1.0,1.0,1.0,0.0,0.0751715999940643,0.0,0.0,0.0,1.0,0.077684700001555,2
UBC1026,1.0,0.4166666666666667,0.5882352941176471,0.0,0.0243169000023044,1.0,1.0,1.0,0.0,0.1303957999916747,1.0,1.0,1.0,0.0,0.0710678000032203,1.0,1.0,1.0,0.0,0.1531768999993801,1.0,1.0,1.0,0.0,0.0349787000013748,1.0,1.0,1.0,0.0,0.0717176000034669,1.0,1.0,1.0,0.0,0.0677826000028289,0.0,0.0,0.0,1.0,0.0775410999995074,0
