canonical_full_core_source,use_imported_core_as_canonical_fullcore,imported_reference_found,mctnc_source,mctnc_filter_policy,mctnc_source_name_policy,mctnc_mode_column,mctnc_duplicate_policy,assumed_core_benchmark,internal_full_core_diagnostic_enabled
imported_core_benchmark_reference,1,1,D:\HuaweiMoveData\Users\王浩\Desktop\课题组\DUCT-Clust\ApJS_TableA_Full_Benchmark_CORE_BENCHMARK.csv,explicit_core_mode_filter,non_halo_filename,mctnc_mode,none,1,0
