cluster,method,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,extra_1,extra_2
UBC1327,gmm_bic,6229,6231,2,29,29,1.0,0.935483870967742,0.9666666666666666,0.0,1.0050332000246271,center0,0.0,12222.654451816066,GMM|k=5|cv=ful,50.0,29.0
UBC1328,gmm_bic,3015,3015,0,15,150,0.0,0.0,0.0,1.0,0.8291453000856563,center0,0.0,18046.4584848298,GMM|k=5|cv=dia,150.0,347.0
UBC1329,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,1.2017702999291942,center0,0.0,10280.434222607446,GMM|k=4|cv=dia,50.0,22.0
UBC1330,gmm_bic,11456,11457,1,56,56,1.0,0.9824561403508772,0.991150442477876,0.0,0.9882285000057892,center0,0.0,15529.50107046841,GMM|k=5|cv=ful,84.0,56.0
UBC1331,gmm_bic,7637,7638,1,37,37,1.0,0.9736842105263158,0.9866666666666666,0.0,0.9355033999308944,center0,0.0,6960.158844922544,GMM|k=5|cv=dia,55.0,37.0
UBC1332,gmm_bic,6030,6030,0,30,301,0.0,0.0,0.0,1.0,0.803791300044395,center0,0.0,12310.96078965521,GMM|k=5|cv=dia,301.0,777.0
UBC1333,gmm_bic,5427,5427,0,27,27,1.0,1.0,1.0,0.0,1.18701009999495,center0,0.0,10515.483851623543,GMM|k=4|cv=ful,50.0,27.0
UBC1334,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.9618834001012146,center0,0.0,11240.85270354031,GMM|k=5|cv=ful,50.0,22.0
UBC1335,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,1.2296120000537485,center0,0.0,12731.017371152402,GMM|k=5|cv=dia,50.0,22.0
UBC1336,gmm_bic,5829,5829,0,29,29,1.0,1.0,1.0,0.0,1.1857246999861673,center0,0.0,9654.959083492791,GMM|k=3|cv=ful,50.0,29.0
UBC1337,gmm_bic,8241,8241,0,41,41,1.0,1.0,1.0,0.0,0.9830748999956996,center0,0.0,11886.847843615991,GMM|k=5|cv=ful,60.0,41.0
UBC1338,gmm_bic,13668,13668,0,68,125,0.544,1.0,0.7046632124352332,0.4559999999999999,0.9531133000273256,center0,0.0,4009.8022772789104,GMM|k=4|cv=ful,184.0,125.0
UBC1339,gmm_bic,20101,20101,0,102,102,0.9901960784313726,0.9901960784313726,0.9901960784313726,0.0098039215686274,0.6908026000019163,center0,0.0,1459.396456812383,GMM|k=5|cv=dia,145.0,102.0
UBC1340,gmm_bic,3011,3011,0,11,150,0.0,0.0,0.0,1.0,0.8029806999256834,center0,0.0,16259.993114958232,GMM|k=5|cv=dia,150.0,679.0
UBC1341,gmm_bic,5427,5427,0,27,28,0.9642857142857144,1.0,0.9818181818181818,0.0357142857142857,0.8666483999695629,center0,0.0,11195.757021396144,GMM|k=5|cv=ful,50.0,28.0
UBC1342,gmm_bic,3013,3013,0,13,13,1.0,1.0,1.0,0.0,0.8163492999738082,center0,0.0,12994.572421048642,GMM|k=5|cv=dia,50.0,13.0
UBC1343,gmm_bic,5025,5025,0,25,25,1.0,1.0,1.0,0.0,1.1277045999886468,center0,0.0,9765.791525332912,GMM|k=5|cv=ful,50.0,25.0
UBC1344,gmm_bic,8442,8442,0,42,42,1.0,1.0,1.0,0.0,0.8965033999411389,center0,0.0,6666.080256436826,GMM|k=5|cv=dia,63.0,42.0
UBC1345,gmm_bic,5025,5025,0,25,25,1.0,1.0,1.0,0.0,0.746068499982357,center0,0.0,10424.482127164363,GMM|k=5|cv=dia,50.0,25.0
UBC1346,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.8695650999434292,center0,0.0,15408.247341601833,GMM|k=5|cv=ful,50.0,22.0
UBC1347,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,1.1006677999394014,center0,0.0,7813.0736305236915,GMM|k=4|cv=ful,50.0,26.0
UBC1348,gmm_bic,3014,3014,0,14,38,0.3684210526315789,1.0,0.5384615384615384,0.631578947368421,0.5590589999919757,center0,0.0,14296.630582124872,GMM|k=5|cv=ful,67.0,38.0
UBC1349,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.9841740999836476,center0,0.0,11620.35309263943,GMM|k=5|cv=ful,50.0,22.0
UBC1350,gmm_bic,6030,6030,0,30,30,1.0,1.0,1.0,0.0,0.8145321999909356,center0,0.0,6585.757364718898,GMM|k=5|cv=ful,50.0,30.0
UBC1351,gmm_bic,8040,8040,0,40,40,1.0,1.0,1.0,0.0,1.0944364999886602,center0,0.0,7886.218656985744,GMM|k=5|cv=ful,60.0,40.0
UBC1352,gmm_bic,6834,6834,0,34,34,1.0,1.0,1.0,0.0,0.8954681000905111,center0,0.0,6947.434176890834,GMM|k=5|cv=ful,51.0,34.0
UBC1353,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.9799891000147908,center0,0.0,4439.770480130674,GMM|k=5|cv=dia,55.0,37.0
UBC1354,gmm_bic,8442,8442,0,42,42,1.0,1.0,1.0,0.0,1.0577418999746442,center0,0.0,13696.081276130686,GMM|k=4|cv=ful,61.0,42.0
UBC1355,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,1.0703834999585524,center0,0.0,10361.576577161311,GMM|k=5|cv=dia,50.0,24.0
UBC1356,gmm_bic,5226,5226,0,26,261,0.0,0.0,0.0,1.0,0.4750041000079363,center0,0.0,8847.597486176554,GMM|k=2|cv=ful,261.0,2153.0
UBC1357,gmm_bic,8241,8241,0,41,41,1.0,1.0,1.0,0.0,1.1404153000330552,center0,0.0,8063.207497088893,GMM|k=5|cv=ful,60.0,41.0
UBC1358,gmm_bic,10854,10854,0,54,54,1.0,1.0,1.0,0.0,1.0334226000122726,center0,0.0,8466.42782304144,GMM|k=5|cv=dia,79.0,54.0
UBC1359,gmm_bic,3819,3819,0,19,128,0.1484375,1.0,0.2585034013605442,0.8515625,1.526596000068821,center0,0.0,16695.394153785717,GMM|k=4|cv=ful,171.0,128.0
