cluster,method,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,extra_1,extra_2
UBC1053,heuristic_cut,12460,12462,2,60,60,1.0,0.967741935483871,0.9836065573770492,0.0,0.0141464000334963,center0,0.0,0.8455862349181212,HC_SINGLE_SIGMA_2.50,486.0,
UBC1054,heuristic_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.008766199927777,center0,0.0,0.683275736625595,HC_SINGLE_SIGMA_2.50,489.0,
UBC1055,heuristic_cut,9849,9849,0,49,49,1.0,1.0,1.0,0.0,0.0146867000730708,center0,0.0,0.8149867164675854,HC_SINGLE_SIGMA_2.50,488.0,
UBC1056,heuristic_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.007809100090526,center0,0.0,0.6382553192885994,HC_SINGLE_SIGMA_2.50,487.0,
UBC1057,heuristic_cut,20177,20179,2,177,177,1.0,0.988826815642458,0.9943820224719102,0.0,0.0239155000308528,center0,0.0,1.1269012467682025,HC_SINGLE_SIGMA_2.50,484.0,
UBC1058,heuristic_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0120480000041425,center0,0.0,0.7883548785947465,HC_SINGLE_SIGMA_2.50,487.0,
UBC1059,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0133377000456675,center0,0.0,0.6843477266723794,HC_SINGLE_SIGMA_2.50,484.0,
UBC1060,heuristic_cut,9445,9447,2,45,45,1.0,0.9574468085106383,0.9782608695652174,0.0,0.0129092000424861,center0,0.0,0.7843042996727132,HC_SINGLE_SIGMA_2.50,480.0,
UBC1061,heuristic_cut,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.0181911999825388,center0,0.0,0.9279975502810096,HC_SINGLE_SIGMA_2.50,484.0,
UBC1062,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0099264000309631,center0,0.0,0.7158032277000715,HC_SINGLE_SIGMA_2.50,481.0,
UBC1063,heuristic_cut,14271,14271,0,71,71,1.0,1.0,1.0,0.0,0.0161787000251933,center0,0.0,0.8923466949297675,HC_SINGLE_SIGMA_2.50,486.0,
UBC1064,heuristic_cut,19899,19899,0,99,99,1.0,1.0,1.0,0.0,0.0194177000084891,center0,0.0,0.9685540227840232,HC_SINGLE_SIGMA_2.50,483.0,
UBC1065,heuristic_cut,3012,3012,0,12,381,0.0,0.0,0.0,1.0,0.0105717000551521,center0,0.0,2.9289763660603043,HC_SINGLE_SIGMA_2.50,484.0,
UBC1066,heuristic_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0109962999122217,center0,0.0,0.7460168317149887,HC_SINGLE_SIGMA_2.50,490.0,
UBC1067,heuristic_cut,10854,10854,0,54,54,1.0,1.0,1.0,0.0,0.0149589999346062,center0,0.0,0.8352299563004157,HC_SINGLE_SIGMA_2.50,484.0,
UBC1068,heuristic_cut,6029,6029,0,30,211,0.1421800947867298,1.0,0.2489626556016597,0.8578199052132701,0.012029500096105,center0,0.0,1.5796751374340974,HC_SINGLE_SIGMA_2.50,483.0,
UBC1069,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0104017000412568,center0,0.0,0.6864548933575434,HC_SINGLE_SIGMA_2.50,490.0,
UBC1070,heuristic_cut,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.0087562999688088,center0,0.0,0.5878166013139327,HC_SINGLE_SIGMA_2.50,486.0,
UBC1071,heuristic_cut,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0068618999794125,center0,0.0,0.5907202471721013,HC_SINGLE_SIGMA_2.50,484.0,
UBC1072,heuristic_cut,15678,15678,0,78,78,1.0,1.0,1.0,0.0,0.0166335999965667,center0,0.0,0.8954173544386071,HC_SINGLE_SIGMA_2.50,484.0,
UBC1073,heuristic_cut,19898,19899,1,98,98,1.0,0.98989898989899,0.9949238578680204,0.0,0.0276904000202193,center0,0.0,0.9527493099462468,HC_SINGLE_SIGMA_2.50,489.0,
UBC1074,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0109398999484255,center0,0.0,0.6588449896170733,HC_SINGLE_SIGMA_2.50,488.0,
UBC1075,heuristic_cut,7838,7839,1,38,38,1.0,0.9743589743589745,0.9870129870129868,0.0,0.0135121999774128,center0,0.0,0.7479126899040657,HC_SINGLE_SIGMA_2.50,488.0,
UBC1076,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0107101999456062,center0,0.0,0.7144382915792634,HC_SINGLE_SIGMA_2.50,486.0,
UBC1077,heuristic_cut,12261,12261,0,61,61,1.0,1.0,1.0,0.0,0.0163033999269828,center0,0.0,0.8564797234705529,HC_SINGLE_SIGMA_2.50,484.0,
UBC1078,heuristic_cut,9647,9648,1,47,47,1.0,0.9791666666666666,0.9894736842105264,0.0,0.012875200016424,center0,0.0,0.7958477576305872,HC_SINGLE_SIGMA_2.50,487.0,
UBC1079,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0136659999843686,center0,0.0,0.6859083047951144,HC_SINGLE_SIGMA_2.50,489.0,
UBC1080,heuristic_cut,15074,15075,1,74,74,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0166652000043541,center0,0.0,0.8852123193678999,HC_SINGLE_SIGMA_2.50,485.0,
UBC1081,heuristic_cut,10452,10452,0,52,52,1.0,1.0,1.0,0.0,0.0141078000888228,center0,0.0,0.8118782771881494,HC_SINGLE_SIGMA_2.50,479.0,
UBC1082,heuristic_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0104650999419391,center0,0.0,0.7448411282341489,HC_SINGLE_SIGMA_2.50,476.0,
UBC1083,heuristic_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.0076860999688506,center0,0.0,0.5976343555649504,HC_SINGLE_SIGMA_2.50,488.0,
UBC1084,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0098509000381454,center0,0.0,0.7070149819699695,HC_SINGLE_SIGMA_2.50,490.0,
UBC1085,heuristic_cut,12461,12462,1,61,61,1.0,0.9838709677419356,0.991869918699187,0.0,0.0162202999927103,center0,0.0,0.8446566485783896,HC_SINGLE_SIGMA_2.50,487.0,
UBC1086,heuristic_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0131577999563887,center0,0.0,0.7537255469899187,HC_SINGLE_SIGMA_2.50,483.0,
UBC1087,heuristic_cut,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.0086768999462947,center0,0.0,0.6062150519567596,HC_SINGLE_SIGMA_2.50,489.0,
UBC1088,heuristic_cut,6632,6633,1,32,32,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0104290000163018,center0,0.0,0.7227267337364723,HC_SINGLE_SIGMA_2.50,487.0,
UBC1089,heuristic_cut,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.0096502000233158,center0,0.0,0.7422506271519526,HC_SINGLE_SIGMA_2.50,488.0,
UBC1090,heuristic_cut,4019,4020,1,19,19,1.0,0.95,0.9743589743589745,0.0,0.0067280000075697,center0,0.0,0.6072786358411478,HC_SINGLE_SIGMA_2.50,488.0,
UBC1091,heuristic_cut,12260,12261,1,60,60,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0135213000467047,center0,0.0,0.8574457021712102,HC_SINGLE_SIGMA_2.50,487.0,
UBC1092,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0086733000352978,center0,0.0,0.685854147456078,HC_SINGLE_SIGMA_2.50,489.0,
UBC1093,heuristic_cut,19496,19497,1,96,96,1.0,0.9896907216494846,0.9948186528497408,0.0,0.0260830000042915,center0,0.0,0.9440774378052068,HC_SINGLE_SIGMA_2.50,490.0,
UBC1094,heuristic_cut,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.0194587999721989,center0,0.0,0.909513911517582,HC_SINGLE_SIGMA_2.50,486.0,
UBC1095,heuristic_cut,8643,8643,0,43,43,1.0,1.0,1.0,0.0,0.0118492000037804,center0,0.0,0.7775507624978732,HC_SINGLE_SIGMA_2.50,480.0,
UBC1096,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0073320000665262,center0,0.0,0.6758957911487542,HC_SINGLE_SIGMA_2.50,479.0,
UBC1097,heuristic_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.0079829000169411,center0,0.0,0.6399171014415501,HC_SINGLE_SIGMA_2.50,487.0,
UBC1098,heuristic_cut,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.0063287999946624,center0,0.0,0.6082862402538823,HC_SINGLE_SIGMA_2.50,475.0,
UBC1099,heuristic_cut,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.0108142000390216,center0,0.0,0.758701505931409,HC_SINGLE_SIGMA_2.50,479.0,
UBC1100,heuristic_cut,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.0129165999824181,center0,0.0,0.8016088110437399,HC_SINGLE_SIGMA_2.50,483.0,
UBC1101,heuristic_cut,11658,11658,0,58,58,1.0,1.0,1.0,0.0,0.0143237001029774,center0,0.0,0.8405316122710007,HC_SINGLE_SIGMA_2.50,484.0,
UBC1102,heuristic_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0123013999545946,center0,0.0,0.7908755552970075,HC_SINGLE_SIGMA_2.50,482.0,
UBC1103,heuristic_cut,10047,10047,0,50,214,0.2242990654205607,0.96,0.3636363636363636,0.7757009345794392,0.0169233999913558,center0,0.0,1.444924375482939,HC_SINGLE_SIGMA_2.50,488.0,
UBC1104,heuristic_cut,9445,9447,2,45,85,0.5294117647058824,0.9574468085106383,0.6818181818181819,0.4705882352941176,0.0150479000294581,center0,0.0,1.1404091772825846,HC_SINGLE_SIGMA_2.50,487.0,
UBC1105,heuristic_cut,10652,10653,1,52,52,1.0,0.981132075471698,0.9904761904761904,0.0,0.0131608000956475,center0,0.0,0.8154077867176208,HC_SINGLE_SIGMA_2.50,488.0,
UBC1106,heuristic_cut,7034,7035,1,34,37,0.918918918918919,0.9714285714285714,0.9444444444444444,0.081081081081081,0.0144315999932587,center0,0.0,0.7834389355223188,HC_SINGLE_SIGMA_2.50,485.0,
UBC1107,heuristic_cut,6231,6231,0,31,42,0.7380952380952381,1.0,0.8493150684931507,0.2619047619047618,0.0115878999931737,center0,0.0,0.8756519840385424,HC_SINGLE_SIGMA_2.50,483.0,
UBC1108,heuristic_cut,11256,11256,0,56,56,1.0,1.0,1.0,0.0,0.0151913999579846,center0,0.0,0.8306243164185775,HC_SINGLE_SIGMA_2.50,485.0,
UBC1109,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0105978000210598,center0,0.0,0.7207900707943012,HC_SINGLE_SIGMA_2.50,482.0,
UBC1110,heuristic_cut,7638,7638,0,38,42,0.9047619047619048,1.0,0.95,0.0952380952380952,0.010783200035803,center0,0.0,0.8307486460830675,HC_SINGLE_SIGMA_2.50,484.0,
UBC1111,heuristic_cut,5628,5628,0,28,329,0.0759878419452887,0.8928571428571429,0.1400560224089636,0.9240121580547112,0.0128519999561831,center0,0.0,1.7059390552985385,HC_SINGLE_SIGMA_2.50,484.0,
UBC1112,heuristic_cut,9044,9045,1,44,44,1.0,0.9777777777777776,0.9887640449438202,0.0,0.011108599952422,center0,0.0,0.7800450185534292,HC_SINGLE_SIGMA_2.50,483.0,
UBC1113,heuristic_cut,6632,6633,1,32,32,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0138754999497905,center0,0.0,0.7142082800490429,HC_SINGLE_SIGMA_2.50,480.0,
UBC1114,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0116273000603541,center0,0.0,0.6818745917498109,HC_SINGLE_SIGMA_2.50,482.0,
UBC1115,heuristic_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0123562000226229,center0,0.0,0.7474233076165924,HC_SINGLE_SIGMA_2.50,484.0,
UBC1116,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0085384000558406,center0,0.0,0.6487130721226316,HC_SINGLE_SIGMA_2.50,486.0,
UBC1117,heuristic_cut,10251,10251,0,51,51,1.0,1.0,1.0,0.0,0.0153405000455677,center0,0.0,0.8160317814830997,HC_SINGLE_SIGMA_2.50,487.0,
UBC1118,heuristic_cut,20189,20191,2,189,189,1.0,0.9895287958115184,0.9947368421052633,0.0,0.0252681999700143,center0,0.0,1.1080185357133874,HC_SINGLE_SIGMA_2.50,489.0,
UBC1119,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0207446001004427,center0,0.0,0.6775212377514563,HC_SINGLE_SIGMA_2.50,486.0,
UBC1120,heuristic_cut,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.0091351999435573,center0,0.0,0.5949729109856327,HC_SINGLE_SIGMA_2.50,484.0,
UBC1121,heuristic_cut,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.0125444000586867,center0,0.0,0.802699855439902,HC_SINGLE_SIGMA_2.50,481.0,
UBC1122,heuristic_cut,10048,10050,2,48,48,1.0,0.96,0.979591836734694,0.0,0.0129484999924898,center0,0.0,0.814379141772823,HC_SINGLE_SIGMA_2.50,482.0,
UBC1123,heuristic_cut,3011,3011,0,11,331,0.0,0.0,0.0,1.0,0.0094545000465586,center0,0.0,2.9901669416745333,HC_SINGLE_SIGMA_2.50,485.0,
UBC1124,heuristic_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.0082532999804243,center0,0.0,0.5979356617009028,HC_SINGLE_SIGMA_2.50,484.0,
UBC1125,heuristic_cut,11054,11055,1,54,54,1.0,0.9818181818181818,0.9908256880733944,0.0,0.0147253000177443,center0,0.0,0.8352003141655109,HC_SINGLE_SIGMA_2.50,482.0,
UBC1126,heuristic_cut,7236,7236,0,36,36,1.0,1.0,1.0,0.0,0.0224102000938728,center0,0.0,0.7502265117758666,HC_SINGLE_SIGMA_2.50,486.0,
UBC1127,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0096797000151127,center0,0.0,0.6911083471844477,HC_SINGLE_SIGMA_2.50,489.0,
UBC1128,heuristic_cut,4421,4422,1,21,21,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0077519000042229,center0,0.0,0.6348068699111032,HC_SINGLE_SIGMA_2.50,488.0,
UBC1129,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0075057999929413,center0,0.0,0.6631969696699617,HC_SINGLE_SIGMA_2.50,490.0,
UBC1130,heuristic_cut,13064,13065,1,64,64,1.0,0.9846153846153848,0.992248062015504,0.0,0.0139244999736547,center0,0.0,0.8630186954997706,HC_SINGLE_SIGMA_2.50,490.0,
UBC1131,heuristic_cut,13467,13467,0,67,67,1.0,1.0,1.0,0.0,0.0141217999625951,center0,0.0,0.8952996916580661,HC_SINGLE_SIGMA_2.50,482.0,
UBC1132,heuristic_cut,4019,4020,1,19,19,1.0,0.95,0.9743589743589745,0.0,0.0085095999529585,center0,0.0,0.6107868506799506,HC_SINGLE_SIGMA_2.50,484.0,
UBC1133,heuristic_cut,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.0106358000775799,center0,0.0,0.7390602270730598,HC_SINGLE_SIGMA_2.50,488.0,
UBC1134,heuristic_cut,8241,8241,0,41,41,1.0,1.0,1.0,0.0,0.0140166999772191,center0,0.0,0.7806425603935435,HC_SINGLE_SIGMA_2.50,489.0,
UBC1135,heuristic_cut,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.012979399994947,center0,0.0,0.7935025738772684,HC_SINGLE_SIGMA_2.50,478.0,
UBC1136,heuristic_cut,3013,3013,0,13,344,0.0,0.0,0.0,1.0,0.0096683000447228,center0,0.0,2.797516666533104,HC_SINGLE_SIGMA_2.50,486.0,
UBC1137,heuristic_cut,4823,4824,1,23,23,1.0,0.9583333333333334,0.9787234042553192,0.0,0.0105828000232577,center0,0.0,0.6789128550454956,HC_SINGLE_SIGMA_2.50,486.0,
UBC1138,heuristic_cut,4019,4020,1,19,19,1.0,0.95,0.9743589743589745,0.0,0.0095702999969944,center0,0.0,0.6147146691794562,HC_SINGLE_SIGMA_2.50,487.0,
UBC1139,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.009839899954386,center0,0.0,0.673892225718113,HC_SINGLE_SIGMA_2.50,490.0,
UBC1140,heuristic_cut,12259,12261,2,59,59,1.0,0.9672131147540984,0.9833333333333332,0.0,0.01842310000211,center0,0.0,0.8527684059599117,HC_SINGLE_SIGMA_2.50,486.0,
UBC1141,heuristic_cut,8441,8442,1,41,41,1.0,0.9761904761904762,0.9879518072289156,0.0,0.0229272000724449,center0,0.0,0.7718576441416457,HC_SINGLE_SIGMA_2.50,488.0,
UBC1142,heuristic_cut,9648,9648,0,48,317,0.113564668769716,0.75,0.1972602739726027,0.886435331230284,0.0180444000288844,center0,0.0,1.7842706519603933,HC_SINGLE_SIGMA_2.50,486.0,
UBC1143,heuristic_cut,20114,20114,0,114,114,1.0,1.0,1.0,0.0,0.021743300021626,center0,0.0,0.9785516743110416,HC_SINGLE_SIGMA_2.50,488.0,
UBC1144,heuristic_cut,10653,10653,0,53,54,0.9814814814814816,1.0,0.9906542056074767,0.0185185185185184,0.0131322999950498,center0,0.0,0.8455186679376743,HC_SINGLE_SIGMA_2.50,488.0,
UBC1145,heuristic_cut,4622,4623,1,22,22,1.0,0.9565217391304348,0.9777777777777776,0.0,0.010260000010021,center0,0.0,0.6442335748212813,HC_SINGLE_SIGMA_2.50,486.0,
UBC1146,heuristic_cut,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.0112942999694496,center0,0.0,0.7841892624494368,HC_SINGLE_SIGMA_2.50,487.0,
UBC1147,heuristic_cut,12662,12663,1,62,64,0.96875,0.984126984126984,0.9763779527559054,0.03125,0.0164492999901995,center0,0.0,0.8767674046121764,HC_SINGLE_SIGMA_2.50,487.0,
UBC1148,heuristic_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.0109062000410631,center0,0.0,0.6954351098159832,HC_SINGLE_SIGMA_2.50,484.0,
UBC1149,heuristic_cut,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.0132738000247627,center0,0.0,0.7654345937542039,HC_SINGLE_SIGMA_2.50,484.0,
UBC1150,heuristic_cut,5224,5226,2,24,29,0.8275862068965517,0.9230769230769232,0.8727272727272727,0.1724137931034483,0.0100121999857947,center0,0.0,0.7819130719397118,HC_SINGLE_SIGMA_2.50,488.0,
UBC1151,heuristic_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.0131663000211119,center0,0.0,0.7125715352174762,HC_SINGLE_SIGMA_2.50,474.0,
UBC1152,heuristic_cut,6633,6633,0,33,33,1.0,1.0,1.0,0.0,0.0104226999683305,center0,0.0,0.7263193226946433,HC_SINGLE_SIGMA_2.50,481.0,
UBC1153,heuristic_cut,3011,3011,0,11,384,0.0,0.0,0.0,1.0,0.009271299932152,center0,0.0,2.91619133138545,HC_SINGLE_SIGMA_2.50,488.0,
UBC1154,heuristic_cut,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.0090948999859392,center0,0.0,0.7585976001344042,HC_SINGLE_SIGMA_2.50,488.0,
UBC1155,heuristic_cut,3215,3216,1,15,15,1.0,0.9375,0.967741935483871,0.0,0.0093141000252217,center0,0.0,0.5704356062821246,HC_SINGLE_SIGMA_2.50,486.0,
UBC1156,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0097664999775588,center0,0.0,0.6648106518059013,HC_SINGLE_SIGMA_2.50,488.0,
UBC1157,heuristic_cut,7839,7839,0,39,39,1.0,1.0,1.0,0.0,0.0109265999635681,center0,0.0,0.7618154741034698,HC_SINGLE_SIGMA_2.50,489.0,
UBC1158,heuristic_cut,4823,4824,1,23,23,1.0,0.9583333333333334,0.9787234042553192,0.0,0.0081950000021606,center0,0.0,0.6585353066340071,HC_SINGLE_SIGMA_2.50,487.0,
UBC1159,heuristic_cut,10251,10251,0,51,51,1.0,1.0,1.0,0.0,0.0117021999321877,center0,0.0,0.8186106211427906,HC_SINGLE_SIGMA_2.50,486.0,
UBC1160,heuristic_cut,14068,14070,2,68,68,1.0,0.9714285714285714,0.9855072463768116,0.0,0.0163765000179409,center0,0.0,0.9009574989334728,HC_SINGLE_SIGMA_2.50,484.0,
UBC1161,heuristic_cut,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.0108618999365717,center0,0.0,0.8062444430818564,HC_SINGLE_SIGMA_2.50,481.0,
UBC1162,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0072993000503629,center0,0.0,0.6587636985942703,HC_SINGLE_SIGMA_2.50,489.0,
UBC1163,heuristic_cut,20148,20150,2,148,148,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0216512999031692,center0,0.0,1.104668429818738,HC_SINGLE_SIGMA_2.50,486.0,
UBC1164,heuristic_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.0076060999417677,center0,0.0,0.6005180161719903,HC_SINGLE_SIGMA_2.50,486.0,
UBC1165,heuristic_cut,16680,16683,3,80,84,0.9523809523809524,0.963855421686747,0.9580838323353292,0.0476190476190476,0.0194143999833613,center0,0.0,0.975195300493353,HC_SINGLE_SIGMA_2.50,484.0,
UBC1166,heuristic_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0077615999616682,center0,0.0,0.6605338155149457,HC_SINGLE_SIGMA_2.50,489.0,
UBC1167,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0084359000902622,center0,0.0,0.6697746397122722,HC_SINGLE_SIGMA_2.50,486.0,
UBC1168,heuristic_cut,8240,8241,1,40,40,1.0,0.975609756097561,0.9876543209876544,0.0,0.0104824999580159,center0,0.0,0.7756837055941175,HC_SINGLE_SIGMA_2.50,483.0,
UBC1169,heuristic_cut,15476,15477,1,76,76,1.0,0.987012987012987,0.9934640522875816,0.0,0.0354474000632762,center0,0.0,0.9159084142674252,HC_SINGLE_SIGMA_2.50,485.0,
UBC1170,heuristic_cut,4221,4221,0,21,21,1.0,1.0,1.0,0.0,0.0111417999723926,center0,0.0,0.6367624163497972,HC_SINGLE_SIGMA_2.50,486.0,
UBC1171,heuristic_cut,3013,3013,0,13,209,0.0,0.0,0.0,1.0,0.0090443999506533,center0,0.0,2.4373700382479857,HC_SINGLE_SIGMA_2.50,486.0,
UBC1172,heuristic_cut,13265,13266,1,65,65,1.0,0.9848484848484848,0.9923664122137404,0.0,0.0223080000141635,center0,0.0,0.8718667374241544,HC_SINGLE_SIGMA_2.50,484.0,
UBC1173,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0115784000372514,center0,0.0,0.6717326935585461,HC_SINGLE_SIGMA_2.50,481.0,
UBC1174,heuristic_cut,3014,3014,0,14,299,0.0,0.0,0.0,1.0,0.0091905000153929,center0,0.0,2.9530112814226346,HC_SINGLE_SIGMA_2.50,487.0,
UBC1175,heuristic_cut,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.0145414000144228,center0,0.0,0.8104410815189644,HC_SINGLE_SIGMA_2.50,483.0,
UBC1176,heuristic_cut,3818,3819,1,18,18,1.0,0.9473684210526316,0.972972972972973,0.0,0.0131937999976798,center0,0.0,0.6003366001223907,HC_SINGLE_SIGMA_2.50,487.0,
UBC1177,heuristic_cut,7234,7236,2,34,34,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0124956000363454,center0,0.0,0.7351473406885765,HC_SINGLE_SIGMA_2.50,479.0,
UBC1178,heuristic_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.0128080000868067,center0,0.0,0.6779123559798919,HC_SINGLE_SIGMA_2.50,479.0,
UBC1179,heuristic_cut,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0099676999961957,center0,0.0,0.6010847097936113,HC_SINGLE_SIGMA_2.50,490.0,
UBC1180,heuristic_cut,6633,6633,0,33,33,1.0,1.0,1.0,0.0,0.0109138999832794,center0,0.0,0.7322154849363406,HC_SINGLE_SIGMA_2.50,482.0,
UBC1181,heuristic_cut,5025,5025,0,25,25,1.0,1.0,1.0,0.0,0.0091827999567613,center0,0.0,0.6736176292418077,HC_SINGLE_SIGMA_2.50,485.0,
UBC1182,heuristic_cut,13868,13869,1,68,71,0.9577464788732394,0.9855072463768116,0.9714285714285714,0.0422535211267606,0.018411900033243,center0,0.0,0.9094763024284132,HC_SINGLE_SIGMA_2.50,483.0,
UBC1183,heuristic_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0106067000888288,center0,0.0,0.7224324637425711,HC_SINGLE_SIGMA_2.50,487.0,
UBC1184,heuristic_cut,10451,10452,1,51,51,1.0,0.9807692307692308,0.9902912621359222,0.0,0.015612700022757,center0,0.0,0.8237342606220701,HC_SINGLE_SIGMA_2.50,490.0,
UBC1185,heuristic_cut,20098,20101,3,98,98,1.0,0.9702970297029704,0.9849246231155778,0.0,0.0190302999690175,center0,0.0,0.96977191965694,HC_SINGLE_SIGMA_2.50,488.0,
UBC1186,heuristic_cut,4221,4221,0,21,21,1.0,1.0,1.0,0.0,0.0071180000668391,center0,0.0,0.6461987387259293,HC_SINGLE_SIGMA_2.50,484.0,
UBC1187,heuristic_cut,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0077488999813795,center0,0.0,0.5929803705516298,HC_SINGLE_SIGMA_2.50,488.0,
UBC1188,heuristic_cut,3013,3013,0,13,349,0.0,0.0,0.0,1.0,0.0083440999733284,center0,0.0,3.0674575548926635,HC_SINGLE_SIGMA_2.50,487.0,
UBC1189,heuristic_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.0093587998999282,center0,0.0,0.7138362526473525,HC_SINGLE_SIGMA_2.50,488.0,
UBC1190,heuristic_cut,10452,10452,0,52,52,1.0,1.0,1.0,0.0,0.0122096999548375,center0,0.0,0.8242194468285713,HC_SINGLE_SIGMA_2.50,486.0,
UBC1191,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0157710999483242,center0,0.0,0.6575091865971666,HC_SINGLE_SIGMA_2.50,484.0,
UBC1192,heuristic_cut,6832,6834,2,32,32,1.0,0.9411764705882352,0.9696969696969696,0.0,0.0099078000057488,center0,0.0,0.7322850910348465,HC_SINGLE_SIGMA_2.50,484.0,
UBC1193,heuristic_cut,6633,6633,0,33,33,1.0,1.0,1.0,0.0,0.0098513999255374,center0,0.0,0.7326367184115489,HC_SINGLE_SIGMA_2.50,482.0,
UBC1194,heuristic_cut,6672,6674,2,62,327,0.0,0.0,0.0,1.0,0.0137790999142453,center0,0.0,1.6003574502325082,HC_SINGLE_SIGMA_2.50,489.0,
UBC1195,heuristic_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.0081664000172168,center0,0.0,0.6552138508424145,HC_SINGLE_SIGMA_2.50,479.0,
UBC1196,heuristic_cut,10854,10854,0,54,54,1.0,1.0,1.0,0.0,0.0117489000549539,center0,0.0,0.8385875567211292,HC_SINGLE_SIGMA_2.50,480.0,
UBC1197,heuristic_cut,3417,3417,0,17,232,0.0,0.0,0.0,1.0,0.0072994999354705,center0,0.0,2.5923011250469417,HC_SINGLE_SIGMA_2.50,485.0,
UBC1198,heuristic_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.0109233000548556,center0,0.0,0.7170264869508269,HC_SINGLE_SIGMA_2.50,482.0,
